NUMBER;DRIVER_NUMBER;LAP_NUMBER;LAP_TIME;LAP_IMPROVEMENT;CROSSING_FINISH_LINE_IN_PIT;S1;S1_IMPROVEMENT;S2;S2_IMPROVEMENT;S3;S3_IMPROVEMENT;KPH;ELAPSED;HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS
97;3;60;1:47.834;0;;34.174;0;36.878;0;36.782;0;193.4;2:18:17.078;18:17:48.342;0:34.174;0:36.878;0:36.782;268;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.174;36.878;36.782
97;3;61;1:47.718;0;;34.294;0;36.709;0;36.715;0;193.6;2:20:04.796;18:19:36.060;0:34.294;0:36.709;0:36.715;267;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.294;36.709;36.715
97;3;62;1:47.353;0;;34.137;1;36.524;0;36.692;0;194.3;2:21:52.149;18:21:23.413;0:34.137;0:36.524;0:36.692;269;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.137;36.524;36.692
97;3;63;1:47.772;0;;34.247;0;36.731;0;36.794;0;193.5;2:23:39.921;18:23:11.185;0:34.247;0:36.731;0:36.794;269;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.247;36.731;36.794
97;3;64;1:47.738;0;;34.514;0;36.541;0;36.683;0;193.6;2:25:27.659;18:24:58.923;0:34.514;0:36.541;0:36.683;271;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.514;36.541;36.683
97;3;65;1:47.635;0;;34.187;0;36.740;0;36.708;0;193.8;2:27:15.294;18:26:46.558;0:34.187;0:36.740;0:36.708;269;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.187;36.740;36.708
97;3;66;1:47.854;0;;34.097;1;36.896;0;36.861;0;193.4;2:29:03.148;18:28:34.412;0:34.097;0:36.896;0:36.861;269;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.097;36.896;36.861
97;3;67;1:48.852;0;;34.244;0;36.841;0;37.767;0;191.6;2:30:52.000;18:30:23.264;0:34.244;0:36.841;0:37.767;271;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.244;36.841;37.767
97;3;68;1:48.768;0;;35.251;0;36.712;0;36.805;0;191.7;2:32:40.768;18:32:12.032;0:35.251;0:36.712;0:36.805;267;Müller;;GT3;;Rutronik Racing;Porsche;GF;35.251;36.712;36.805
97;3;69;1:47.684;0;;34.280;0;36.713;0;36.691;0;193.7;2:34:28.452;18:33:59.716;0:34.280;0:36.713;0:36.691;268;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.280;36.713;36.691
97;3;70;1:47.635;0;;34.324;0;36.587;0;36.724;0;193.8;2:36:16.087;18:35:47.351;0:34.324;0:36.587;0:36.724;269;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.324;36.587;36.724
97;3;71;1:48.450;0;;34.348;0;37.017;0;37.085;0;192.3;2:38:04.537;18:37:35.801;0:34.348;0:37.017;0:37.085;267;Müller;;GT3;;Rutronik Racing;Porsche;GF;34.348;37.017;37.085
97;3;72;4:08.401;0;;1:13.666;0;1:21.866;0;1:32.869;0;84.0;2:42:12.938;18:41:44.202;1:13.666;1:21.866;1:32.869;78;Müller;;GT3;;Rutronik Racing;Porsche;FCY;73.666;81.866;92.869
97;3;73;4:20.621;0;;1:26.444;0;1:21.762;0;1:32.415;0;80.0;2:46:33.559;18:46:04.823;1:26.444;1:21.762;1:32.415;78;Müller;;GT3;;Rutronik Racing;Porsche;FCY;86.444;81.762;92.415
97;3;74;3:37.360;0;;1:26.538;0;1:02.429;0;1:08.393;0;95.9;2:50:10.919;18:49:42.183;1:26.538;1:02.429;1:08.393;78;Müller;;GT3;;Rutronik Racing;Porsche;SC;86.538;62.429;68.393
97;3;75;2:52.290;0;;1:04.387;0;50.505;0;57.398;0;121.0;2:53:03.209;18:52:34.473;1:04.387;0:50.505;0:57.398;114;Müller;;GT3;;Rutronik Racing;Porsche;GF;64.387;50.505;57.398
97;3;76;1:53.141;0;;36.795;0;38.410;0;37.936;0;184.3;2:54:56.350;18:54:27.614;0:36.795;0:38.410;0:37.936;262;Müller;;GT3;;Rutronik Racing;Porsche;GF;36.795;38.410;37.936
98;1;1;2:28.298;1;;41.780;1;37.947;1;1:08.571;1;140.6;2:28.298;16:01:59.562;0:41.780;0:37.947;1:08.571;189;Farfus;;GT3;;Rowe Racing;BMW;SC;41.780;37.947;68.571
98;1;2;4:23.347;0;;1:46.888;0;1:19.111;0;1:17.348;0;79.2;6:51.645;16:06:22.909;1:46.888;1:19.111;1:17.348;40;Farfus;;GT3;;Rowe Racing;BMW;SC;106.888;79.111;77.348
98;1;3;3:25.457;0;;1:24.272;0;1:01.202;0;59.983;1;101.5;10:17.102;16:09:48.366;1:24.272;1:01.202;0:59.983;69;Farfus;;GT3;;Rowe Racing;BMW;SC;84.272;61.202;59.983
98;1;4;2:57.685;0;;1:07.459;0;52.539;0;57.687;1;117.4;13:14.787;16:12:46.051;1:07.459;0:52.539;0:57.687;;Farfus;;GT3;;Rowe Racing;BMW;SC;67.459;52.539;57.687
98;1;5;3:11.068;0;;1:54.550;0;38.477;0;38.041;1;109.1;16:25.855;16:15:57.119;1:54.550;0:38.477;0:38.041;203;Farfus;;GT3;;Rowe Racing;BMW;SC;114.550;38.477;38.041
98;1;6;2:22.496;1;;42.159;0;53.644;0;46.693;0;146.4;18:48.351;16:18:19.615;0:42.159;0:53.644;0:46.693;157;Farfus;;GT3;;Rowe Racing;BMW;GF;42.159;53.644;46.693
98;1;7;1:52.836;1;;35.618;1;38.006;0;39.212;0;184.8;20:41.187;16:20:12.451;0:35.618;0:38.006;0:39.212;250;Farfus;;GT3;;Rowe Racing;BMW;GF;35.618;38.006;39.212
98;1;8;1:50.146;1;;35.177;1;37.697;1;37.272;1;189.3;22:31.333;16:22:02.597;0:35.177;0:37.697;0:37.272;268;Farfus;;GT3;;Rowe Racing;BMW;GF;35.177;37.697;37.272
98;1;9;1:48.713;1;;34.471;1;36.898;1;37.344;0;191.8;24:20.046;16:23:51.310;0:34.471;0:36.898;0:37.344;269;Farfus;;GT3;;Rowe Racing;BMW;GF;34.471;36.898;37.344
98;1;10;1:49.851;0;;35.085;0;37.122;0;37.644;0;189.8;26:09.897;16:25:41.161;0:35.085;0:37.122;0:37.644;246;Farfus;;GT3;;Rowe Racing;BMW;GF;35.085;37.122;37.644
98;1;11;1:51.301;0;;37.995;0;36.592;1;36.714;1;187.4;28:01.198;16:27:32.462;0:37.995;0:36.592;0:36.714;265;Farfus;;GT3;;Rowe Racing;BMW;GF;37.995;36.592;36.714
98;1;12;1:47.571;1;;34.303;1;36.361;1;36.907;0;193.9;29:48.769;16:29:20.033;0:34.303;0:36.361;0:36.907;269;Farfus;;GT3;;Rowe Racing;BMW;GF;34.303;36.361;36.907
98;1;13;1:50.251;0;;34.754;0;37.940;0;37.557;0;189.2;31:39.020;16:31:10.284;0:34.754;0:37.940;0:37.557;265;Farfus;;GT3;;Rowe Racing;BMW;GF;34.754;37.940;37.557
98;1;14;1:48.635;0;;34.588;0;36.871;0;37.176;0;192.0;33:27.655;16:32:58.919;0:34.588;0:36.871;0:37.176;248;Farfus;;GT3;;Rowe Racing;BMW;GF;34.588;36.871;37.176
98;1;15;1:49.658;0;;34.899;0;37.613;0;37.146;0;190.2;35:17.313;16:34:48.577;0:34.899;0:37.613;0:37.146;262;Farfus;;GT3;;Rowe Racing;BMW;GF;34.899;37.613;37.146
98;1;16;1:48.233;0;;34.329;0;36.920;0;36.984;0;192.7;37:05.546;16:36:36.810;0:34.329;0:36.920;0:36.984;263;Farfus;;GT3;;Rowe Racing;BMW;GF;34.329;36.920;36.984
98;1;17;1:48.643;0;;34.576;0;36.964;0;37.103;0;192.0;38:54.189;16:38:25.453;0:34.576;0:36.964;0:37.103;269;Farfus;;GT3;;Rowe Racing;BMW;GF;34.576;36.964;37.103
98;1;18;1:48.362;0;;34.474;0;36.901;0;36.987;0;192.5;40:42.551;16:40:13.815;0:34.474;0:36.901;0:36.987;267;Farfus;;GT3;;Rowe Racing;BMW;GF;34.474;36.901;36.987
98;1;19;1:48.329;0;;34.344;0;36.946;0;37.039;0;192.5;42:30.880;16:42:02.144;0:34.344;0:36.946;0:37.039;269;Farfus;;GT3;;Rowe Racing;BMW;GF;34.344;36.946;37.039
98;1;20;1:49.824;0;;34.399;0;37.394;0;38.031;0;189.9;44:20.704;16:43:51.968;0:34.399;0:37.394;0:38.031;269;Farfus;;GT3;;Rowe Racing;BMW;GF;34.399;37.394;38.031
98;1;21;1:47.535;1;;34.274;1;36.551;0;36.710;1;193.9;46:08.239;16:45:39.503;0:34.274;0:36.551;0:36.710;267;Farfus;;GT3;;Rowe Racing;BMW;GF;34.274;36.551;36.710
98;1;22;1:47.410;1;;34.305;0;36.388;0;36.717;0;194.2;47:55.649;16:47:26.913;0:34.305;0:36.388;0:36.717;267;Farfus;;GT3;;Rowe Racing;BMW;GF;34.305;36.388;36.717
98;1;23;1:48.129;0;;34.178;1;36.410;0;37.541;0;192.9;49:43.778;16:49:15.042;0:34.178;0:36.410;0:37.541;268;Farfus;;GT3;;Rowe Racing;BMW;GF;34.178;36.410;37.541
98;1;24;3:54.744;0;;1:00.537;0;1:21.796;0;1:32.411;0;88.8;53:38.522;16:53:09.786;1:00.537;1:21.796;1:32.411;229;Farfus;;GT3;;Rowe Racing;BMW;FCY;60.537;81.796;92.411
98;1;25;4:20.495;0;;1:26.203;0;1:21.865;0;1:32.427;0;80.1;57:59.017;16:57:30.281;1:26.203;1:21.865;1:32.427;78;Farfus;;GT3;;Rowe Racing;BMW;FCY;86.203;81.865;92.427
98;1;26;4:20.917;0;;1:26.468;0;1:21.869;0;1:32.580;0;79.9;1:02:19.934;17:01:51.198;1:26.468;1:21.869;1:32.580;78;Farfus;;GT3;;Rowe Racing;BMW;GF;86.468;81.869;92.580
98;1;27;3:29.735;0;B;1:26.763;0;1:01.228;0;1:01.744;0;99.4;1:05:49.669;17:05:20.933;1:26.763;1:01.228;1:01.744;78;Farfus;;GT3;;Rowe Racing;BMW;SC;86.763;61.228;61.744
98;1;28;2:50.296;0;;1:05.306;0;53.583;0;51.407;0;122.5;1:08:39.965;17:08:11.229;1:05.306;0:53.583;0:51.407;104;Farfus;;GT3;;Rowe Racing;BMW;GF;65.306;53.583;51.407
98;1;29;1:49.507;0;;35.200;0;37.082;0;37.225;0;190.4;1:10:29.472;17:10:00.736;0:35.200;0:37.082;0:37.225;263;Farfus;;GT3;;Rowe Racing;BMW;GF;35.200;37.082;37.225
98;1;30;1:55.547;0;;34.489;0;36.955;0;44.103;0;180.5;1:12:25.019;17:11:56.283;0:34.489;0:36.955;0:44.103;;Farfus;;GT3;;Rowe Racing;BMW;GF;34.489;36.955;44.103
98;2;31;3:06.434;0;;1:52.440;0;36.950;0;37.044;0;111.9;1:15:31.453;17:15:02.717;1:52.440;0:36.950;0:37.044;203;Dennis;;GT3;;Rowe Racing;BMW;GF;112.440;36.950;37.044
98;2;32;1:48.448;0;;34.697;0;36.950;0;36.801;0;192.3;1:17:19.901;17:16:51.165;0:34.697;0:36.950;0:36.801;264;Dennis;;GT3;;Rowe Racing;BMW;GF;34.697;36.950;36.801
98;2;33;1:48.447;0;;34.546;0;36.796;0;37.105;0;192.3;1:19:08.348;17:18:39.612;0:34.546;0:36.796;0:37.105;265;Dennis;;GT3;;Rowe Racing;BMW;GF;34.546;36.796;37.105
98;2;34;2:28.009;0;;58.376;0;52.602;0;37.031;0;140.9;1:21:36.357;17:21:07.621;0:58.376;0:52.602;0:37.031;265;Dennis;;GT3;;Rowe Racing;BMW;GF;58.376;52.602;37.031
98;2;35;1:48.029;0;;34.496;0;36.734;0;36.799;0;193.0;1:23:24.386;17:22:55.650;0:34.496;0:36.734;0:36.799;265;Dennis;;GT3;;Rowe Racing;BMW;GF;34.496;36.734;36.799
98;2;36;1:47.725;0;;34.449;0;36.630;0;36.646;1;193.6;1:25:12.111;17:24:43.375;0:34.449;0:36.630;0:36.646;265;Dennis;;GT3;;Rowe Racing;BMW;GF;34.449;36.630;36.646
98;2;37;1:47.583;0;;34.422;0;36.519;0;36.642;1;193.8;1:26:59.694;17:26:30.958;0:34.422;0:36.519;0:36.642;265;Dennis;;GT3;;Rowe Racing;BMW;GF;34.422;36.519;36.642
98;2;38;1:47.577;0;;34.376;0;36.506;0;36.695;0;193.9;1:28:47.271;17:28:18.535;0:34.376;0:36.506;0:36.695;265;Dennis;;GT3;;Rowe Racing;BMW;GF;34.376;36.506;36.695
98;2;39;1:47.634;0;;34.476;0;36.525;0;36.633;1;193.8;1:30:34.905;17:30:06.169;0:34.476;0:36.525;0:36.633;265;Dennis;;GT3;;Rowe Racing;BMW;GF;34.476;36.525;36.633
98;2;40;1:47.578;0;;34.337;0;36.613;0;36.628;1;193.9;1:32:22.483;17:31:53.747;0:34.337;0:36.613;0:36.628;265;Dennis;;GT3;;Rowe Racing;BMW;GF;34.337;36.613;36.628
98;2;41;1:47.644;0;;34.400;0;36.489;0;36.755;0;193.7;1:34:10.127;17:33:41.391;0:34.400;0:36.489;0:36.755;267;Dennis;;GT3;;Rowe Racing;BMW;GF;34.400;36.489;36.755
98;2;42;2:33.856;0;;34.391;0;36.870;0;1:22.595;0;135.5;1:36:43.983;17:36:15.247;0:34.391;0:36.870;1:22.595;267;Dennis;;GT3;;Rowe Racing;BMW;FCY;34.391;36.870;82.595
98;2;43;4:19.858;0;;1:25.765;0;1:21.790;0;1:32.303;0;80.3;1:41:03.841;17:40:35.105;1:25.765;1:21.790;1:32.303;78;Dennis;;GT3;;Rowe Racing;BMW;FCY;85.765;81.790;92.303
98;2;44;4:21.872;0;;1:26.957;0;1:22.025;0;1:32.890;0;79.6;1:45:25.713;17:44:56.977;1:26.957;1:22.025;1:32.890;78;Dennis;;GT3;;Rowe Racing;BMW;GF;86.957;82.025;92.890
98;2;45;2:23.717;0;;1:03.270;0;41.142;0;39.305;0;145.1;1:47:49.430;17:47:20.694;1:03.270;0:41.142;0:39.305;78;Dennis;;GT3;;Rowe Racing;BMW;SC;63.270;41.142;39.305
98;2;46;2:18.231;0;;35.823;0;37.811;0;1:04.597;0;150.9;1:50:07.661;17:49:38.925;0:35.823;0:37.811;1:04.597;;Dennis;;GT3;;Rowe Racing;BMW;SC;35.823;37.811;64.597
98;3;47;3:04.297;0;;1:50.152;0;37.100;0;37.045;0;113.2;1:53:11.958;17:52:43.222;1:50.152;0:37.100;0:37.045;203;Marciello;;GT3;;Rowe Racing;BMW;GF;110.152;37.100;37.045
98;3;48;1:48.677;0;;34.598;0;36.907;0;37.172;0;191.9;1:55:00.635;17:54:31.899;0:34.598;0:36.907;0:37.172;256;Marciello;;GT3;;Rowe Racing;BMW;GF;34.598;36.907;37.172
98;3;49;1:49.117;0;;34.680;0;37.159;0;37.278;0;191.1;1:56:49.752;17:56:21.016;0:34.680;0:37.159;0:37.278;244;Marciello;;GT3;;Rowe Racing;BMW;GF;34.680;37.159;37.278
98;3;50;1:49.492;0;;34.643;0;37.166;0;37.683;0;190.5;1:58:39.244;17:58:10.508;0:34.643;0:37.166;0:37.683;245;Marciello;;GT3;;Rowe Racing;BMW;GF;34.643;37.166;37.683
98;3;51;1:49.049;0;;34.604;0;36.957;0;37.488;0;191.2;2:00:28.293;17:59:59.557;0:34.604;0:36.957;0:37.488;248;Marciello;;GT3;;Rowe Racing;BMW;GF;34.604;36.957;37.488
98;3;52;1:48.807;0;;34.704;0;36.833;0;37.270;0;191.7;2:02:17.100;18:01:48.364;0:34.704;0:36.833;0:37.270;242;Marciello;;GT3;;Rowe Racing;BMW;GF;34.704;36.833;37.270
98;3;53;1:48.381;0;;34.395;0;36.802;0;37.184;0;192.4;2:04:05.481;18:03:36.745;0:34.395;0:36.802;0:37.184;248;Marciello;;GT3;;Rowe Racing;BMW;GF;34.395;36.802;37.184
98;3;54;1:48.370;0;B;34.326;0;36.701;0;37.343;0;192.4;2:05:53.851;18:05:25.115;0:34.326;0:36.701;0:37.343;250;Marciello;;GT3;;Rowe Racing;BMW;GF;34.326;36.701;37.343
98;3;55;1:48.527;0;;34.579;0;36.784;0;37.164;0;192.2;2:07:42.378;18:07:13.642;0:34.579;0:36.784;0:37.164;245;Marciello;;GT3;;Rowe Racing;BMW;GF;34.579;36.784;37.164
98;3;56;1:48.853;0;;34.510;0;37.075;0;37.268;0;191.6;2:09:31.231;18:09:02.495;0:34.510;0:37.075;0:37.268;247;Marciello;;GT3;;Rowe Racing;BMW;GF;34.510;37.075;37.268
98;3;57;1:48.835;0;;34.755;0;36.882;0;37.198;0;191.6;2:11:20.066;18:10:51.330;0:34.755;0:36.882;0:37.198;245;Marciello;;GT3;;Rowe Racing;BMW;GF;34.755;36.882;37.198
98;3;58;1:48.894;0;;34.576;0;36.849;0;37.469;0;191.5;2:13:08.960;18:12:40.224;0:34.576;0:36.849;0:37.469;239;Marciello;;GT3;;Rowe Racing;BMW;GF;34.576;36.849;37.469
98;3;59;1:49.460;0;;34.855;0;37.062;0;37.543;0;190.5;2:14:58.420;18:14:29.684;0:34.855;0:37.062;0:37.543;230;Marciello;;GT3;;Rowe Racing;BMW;GF;34.855;37.062;37.543
98;3;60;1:49.465;0;;34.853;0;37.070;0;37.542;0;190.5;2:16:47.885;18:16:19.149;0:34.853;0:37.070;0:37.542;234;Marciello;;GT3;;Rowe Racing;BMW;GF;34.853;37.070;37.542
98;3;61;1:49.274;0;;34.940;0;36.994;0;37.340;0;190.8;2:18:37.159;18:18:08.423;0:34.940;0:36.994;0:37.340;232;Marciello;;GT3;;Rowe Racing;BMW;GF;34.940;36.994;37.340
98;3;62;1:49.456;0;;34.762;0;37.201;0;37.493;0;190.5;2:20:26.615;18:19:57.879;0:34.762;0:37.201;0:37.493;232;Marciello;;GT3;;Rowe Racing;BMW;GF;34.762;37.201;37.493
98;3;63;1:49.745;0;;34.930;0;37.120;0;37.695;0;190.0;2:22:16.360;18:21:47.624;0:34.930;0:37.120;0:37.695;230;Marciello;;GT3;;Rowe Racing;BMW;GF;34.930;37.120;37.695
98;3;64;1:49.443;0;;34.836;0;37.092;0;37.515;0;190.6;2:24:05.803;18:23:37.067;0:34.836;0:37.092;0:37.515;232;Marciello;;GT3;;Rowe Racing;BMW;GF;34.836;37.092;37.515
98;3;65;1:49.429;0;;34.708;0;37.127;0;37.594;0;190.6;2:25:55.232;18:25:26.496;0:34.708;0:37.127;0:37.594;233;Marciello;;GT3;;Rowe Racing;BMW;GF;34.708;37.127;37.594
98;3;66;1:49.762;0;;34.770;0;37.370;0;37.622;0;190.0;2:27:44.994;18:27:16.258;0:34.770;0:37.370;0:37.622;234;Marciello;;GT3;;Rowe Racing;BMW;GF;34.770;37.370;37.622
98;3;67;1:49.421;0;;34.785;0;37.093;0;37.543;0;190.6;2:29:34.415;18:29:05.679;0:34.785;0:37.093;0:37.543;236;Marciello;;GT3;;Rowe Racing;BMW;GF;34.785;37.093;37.543
98;3;68;1:49.277;0;;34.792;0;36.916;0;37.569;0;190.8;2:31:23.692;18:30:54.956;0:34.792;0:36.916;0:37.569;236;Marciello;;GT3;;Rowe Racing;BMW;GF;34.792;36.916;37.569
98;3;69;1:49.600;0;;34.881;0;37.196;0;37.523;0;190.3;2:33:13.292;18:32:44.556;0:34.881;0:37.196;0:37.523;235;Marciello;;GT3;;Rowe Racing;BMW;GF;34.881;37.196;37.523
98;3;70;1:49.833;0;;34.894;0;37.307;0;37.632;0;189.9;2:35:03.125;18:34:34.389;0:34.894;0:37.307;0:37.632;236;Marciello;;GT3;;Rowe Racing;BMW;GF;34.894;37.307;37.632
98;3;71;1:49.872;0;;34.875;0;37.233;0;37.764;0;189.8;2:36:52.997;18:36:24.261;0:34.875;0:37.233;0:37.764;231;Marciello;;GT3;;Rowe Racing;BMW;GF;34.875;37.233;37.764
98;3;72;2:39.115;0;;34.734;0;37.349;0;1:27.032;0;131.1;2:39:32.112;18:39:03.376;0:34.734;0:37.349;1:27.032;;Marciello;;GT3;;Rowe Racing;BMW;FCY;34.734;37.349;87.032
98;2;73;4:47.607;0;;1:53.224;0;1:21.818;0;1:32.565;0;72.5;2:44:19.719;18:43:50.983;1:53.224;1:21.818;1:32.565;78;Dennis;;GT3;;Rowe Racing;BMW;FCY;113.224;81.818;92.565
98;2;74;4:06.318;0;;1:26.407;0;1:21.894;0;1:18.017;0;84.7;2:48:26.037;18:47:57.301;1:26.407;1:21.894;1:18.017;78;Dennis;;GT3;;Rowe Racing;BMW;SC;86.407;81.894;78.017
98;2;75;1:57.342;0;;38.370;0;39.032;0;39.940;0;177.7;2:50:23.379;18:49:54.643;0:38.370;0:39.032;0:39.940;208;Dennis;;GT3;;Rowe Racing;BMW;SC;38.370;39.032;39.940
98;2;76;2:44.751;0;;1:02.932;0;51.113;0;50.706;0;126.6;2:53:08.130;18:52:39.394;1:02.932;0:51.113;0:50.706;102;Dennis;;GT3;;Rowe Racing;BMW;GF;62.932;51.113;50.706
98;2;77;1:50.367;0;;34.829;0;37.928;0;37.610;0;189.0;2:54:58.497;18:54:29.761;0:34.829;0:37.928;0:37.610;267;Dennis;;GT3;;Rowe Racing;BMW;GF;34.829;37.928;37.610
98;2;78;1:57.067;0;;35.700;0;40.678;0;40.689;0;178.1;2:56:55.564;18:56:26.828;0:35.700;0:40.678;0:40.689;268;Dennis;;GT3;;Rowe Racing;BMW;GF;35.700;40.678;40.689
98;2;79;4:11.669;0;;1:28.977;0;1:28.064;0;1:14.628;0;82.9;3:01:07.233;19:00:38.497;1:28.977;1:28.064;1:14.628;49;Dennis;;GT3;;Rowe Racing;BMW;GF;88.977;88.064;74.628
99;3;1;3:14.821;1;;1:09.808;1;43.051;1;1:21.962;1;107.0;3:14.821;16:02:46.085;1:09.808;0:43.051;1:21.962;230;Ferrari;;GT3;;Tresor Attempto Racing;Audi;SC;69.808;43.051;81.962
99;3;2;4:31.174;0;;1:52.605;0;1:18.949;0;1:19.620;1;76.9;7:45.995;16:07:17.259;1:52.605;1:18.949;1:19.620;75;Ferrari;;GT3;;Tresor Attempto Racing;Audi;SC;112.605;78.949;79.620
99;3;3;3:13.647;1;;1:14.206;0;1:06.593;0;52.848;1;107.7;10:59.642;16:10:30.906;1:14.206;1:06.593;0:52.848;80;Ferrari;;GT3;;Tresor Attempto Racing;Audi;SC;74.206;66.593;52.848
99;3;4;2:46.107;1;;1:00.396;1;53.472;0;52.239;1;125.6;13:45.749;16:13:17.013;1:00.396;0:53.472;0:52.239;;Ferrari;;GT3;;Tresor Attempto Racing;Audi;SC;60.396;53.472;52.239
99;3;5;3:09.951;0;;1:54.844;0;37.363;1;37.744;1;109.8;16:55.700;16:16:26.964;1:54.844;0:37.363;0:37.744;203;Ferrari;;GT3;;Tresor Attempto Racing;Audi;SC;114.844;37.363;37.744
99;3;6;1:56.287;1;;36.383;1;37.326;1;42.578;0;179.3;18:51.987;16:18:23.251;0:36.383;0:37.326;0:42.578;238;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;36.383;37.326;42.578
99;3;7;1:51.007;1;;34.817;1;37.661;0;38.529;0;187.9;20:42.994;16:20:14.258;0:34.817;0:37.661;0:38.529;267;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.817;37.661;38.529
99;3;8;1:51.599;0;;37.236;0;36.955;1;37.408;1;186.9;22:34.593;16:22:05.857;0:37.236;0:36.955;0:37.408;240;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;37.236;36.955;37.408
99;3;9;1:47.809;1;;34.404;1;36.686;1;36.719;1;193.4;24:22.402;16:23:53.666;0:34.404;0:36.686;0:36.719;270;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.404;36.686;36.719
99;3;10;1:47.889;0;;34.601;0;36.473;1;36.815;0;193.3;26:10.291;16:25:41.555;0:34.601;0:36.473;0:36.815;267;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.601;36.473;36.815
99;3;11;1:55.519;0;;41.481;0;37.268;0;36.770;0;180.5;28:05.810;16:27:37.074;0:41.481;0:37.268;0:36.770;258;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;41.481;37.268;36.770
99;3;12;1:47.452;1;;34.286;1;36.391;1;36.775;0;194.1;29:53.262;16:29:24.526;0:34.286;0:36.391;0:36.775;267;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.286;36.391;36.775
99;3;13;1:48.644;0;;34.437;0;37.359;0;36.848;0;192.0;31:41.906;16:31:13.170;0:34.437;0:37.359;0:36.848;272;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.437;37.359;36.848
99;3;14;1:48.100;0;B;34.282;1;36.640;0;37.178;0;192.9;33:30.006;16:33:01.270;0:34.282;0:36.640;0:37.178;270;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.282;36.640;37.178
99;3;15;1:49.585;0;;34.703;0;37.225;0;37.657;0;190.3;35:19.591;16:34:50.855;0:34.703;0:37.225;0:37.657;272;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.703;37.225;37.657
99;3;16;1:48.563;0;;34.654;0;36.685;0;37.224;0;192.1;37:08.154;16:36:39.418;0:34.654;0:36.685;0:37.224;271;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.654;36.685;37.224
99;3;17;1:48.122;0;;34.351;0;36.835;0;36.936;0;192.9;38:56.276;16:38:27.540;0:34.351;0:36.835;0:36.936;270;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.351;36.835;36.936
99;3;18;1:48.571;0;;34.314;0;36.958;0;37.299;0;192.1;40:44.847;16:40:16.111;0:34.314;0:36.958;0:37.299;272;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.314;36.958;37.299
99;3;19;1:48.123;0;;34.375;0;36.765;0;36.983;0;192.9;42:32.970;16:42:04.234;0:34.375;0:36.765;0:36.983;265;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.375;36.765;36.983
99;3;20;1:49.084;0;;34.229;1;37.157;0;37.698;0;191.2;44:22.054;16:43:53.318;0:34.229;0:37.157;0:37.698;271;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.229;37.157;37.698
99;3;21;2:01.094;0;;47.144;0;36.795;0;37.155;0;172.2;46:23.148;16:45:54.412;0:47.144;0:36.795;0:37.155;267;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;47.144;36.795;37.155
99;3;22;2:02.072;0;;34.475;0;38.756;0;48.841;0;170.8;48:25.220;16:47:56.484;0:34.475;0:38.756;0:48.841;;Ferrari;;GT3;;Tresor Attempto Racing;Audi;GF;34.475;38.756;48.841
111;3;1;2:49.503;1;;46.164;1;46.130;1;1:17.209;1;123.0;2:49.503;16:02:20.767;0:46.164;0:46.130;1:17.209;189;Kell;;GT3;;CSA Racing;McLaren;SC;46.164;46.130;77.209
111;3;2;4:28.026;0;;1:47.953;0;1:21.551;0;1:18.522;0;77.8;7:17.529;16:06:48.793;1:47.953;1:21.551;1:18.522;60;Kell;;GT3;;CSA Racing;McLaren;SC;107.953;81.551;78.522
111;3;3;3:27.115;0;;1:20.925;0;1:03.922;0;1:02.268;1;100.7;10:44.644;16:10:15.908;1:20.925;1:03.922;1:02.268;;Kell;;GT3;;CSA Racing;McLaren;SC;80.925;63.922;62.268
111;3;4;3:21.806;0;;2:05.308;0;38.669;1;37.829;1;103.3;14:06.450;16:13:37.714;2:05.308;0:38.669;0:37.829;132;Kell;;GT3;;CSA Racing;McLaren;SC;125.308;38.669;37.829
